"STATISTIC","Statistic Label","TLIST(A1)","Census Year","C03974V04732","Reason for Vacancy","C04104V04868","County and City","UNIT","VALUE"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","120","Renovation","2ae19629-1496-13a3-e055-000000000001","Offaly","Number","131"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","120","Renovation","2ae19629-149b-13a3-e055-000000000001","Westmeath","Number","144"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","120","Renovation","2ae19629-149c-13a3-e055-000000000001","Wexford","Number","258"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","120","Renovation","2ae19629-149e-13a3-e055-000000000001","Wicklow","Number","133"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","120","Renovation","2ae19629-14a2-13a3-e055-000000000001","Clare","Number","287"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","120","Renovation","2ae19629-1451-13a3-e055-000000000001","Cork City and Cork County","Number","775"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","120","Renovation","2ae19629-14a6-13a3-e055-000000000001","Kerry","Number","473"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","120","Renovation","2ae19629-148f-13a3-e055-000000000001","Limerick City and County","Number","340"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","120","Renovation","2ae19629-1499-13a3-e055-000000000001","Tipperary","Number","359"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","120","Renovation","2ae19629-149a-13a3-e055-000000000001","Waterford City and County","Number","216"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","120","Renovation","2ae19629-1435-13a3-e055-000000000001","Galway City","Number","58"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","120","Renovation","2ae19629-14a5-13a3-e055-000000000001","Galway County","Number","495"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","120","Renovation","2ae19629-148e-13a3-e055-000000000001","Leitrim","Number","144"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","120","Renovation","2ae19629-1493-13a3-e055-000000000001","Mayo","Number","518"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","120","Renovation","2ae19629-1497-13a3-e055-000000000001","Roscommon","Number","288"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","120","Renovation","2ae19629-1498-13a3-e055-000000000001","Sligo","Number","197"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","120","Renovation","2ae19629-149d-13a3-e055-000000000001","Cavan","Number","197"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","120","Renovation","2ae19629-14a4-13a3-e055-000000000001","Donegal","Number","403"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","120","Renovation","2ae19629-1495-13a3-e055-000000000001","Monaghan","Number","138"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","130","With Relatives","IE0","State","Number","1173"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","130","With Relatives","2ae19629-1492-13a3-e055-000000000001","Carlow","Number","25"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","130","With Relatives","2ae19629-1433-13a3-e055-000000000001","Dublin City","Number","42"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","130","With Relatives","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire-Rathdown","Number","19"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","130","With Relatives","2ae19629-14a0-13a3-e055-000000000001","Fingal","Number","13"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","130","With Relatives","2ae19629-14a1-13a3-e055-000000000001","South Dublin","Number","15"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","130","With Relatives","2ae19629-14a7-13a3-e055-000000000001","Kildare","Number","30"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","130","With Relatives","2ae19629-14a8-13a3-e055-000000000001","Kilkenny","Number","19"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","130","With Relatives","2ae19629-148d-13a3-e055-000000000001","Laois","Number","27"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","130","With Relatives","2ae19629-1490-13a3-e055-000000000001","Longford","Number","17"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","130","With Relatives","2ae19629-1491-13a3-e055-000000000001","Louth","Number","14"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","130","With Relatives","2ae19629-1494-13a3-e055-000000000001","Meath","Number","24"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","130","With Relatives","2ae19629-1496-13a3-e055-000000000001","Offaly","Number","21"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","130","With Relatives","2ae19629-149b-13a3-e055-000000000001","Westmeath","Number","26"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","130","With Relatives","2ae19629-149c-13a3-e055-000000000001","Wexford","Number","41"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","130","With Relatives","2ae19629-149e-13a3-e055-000000000001","Wicklow","Number","18"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","130","With Relatives","2ae19629-14a2-13a3-e055-000000000001","Clare","Number","49"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","130","With Relatives","2ae19629-1451-13a3-e055-000000000001","Cork City and Cork County","Number","139"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","130","With Relatives","2ae19629-14a6-13a3-e055-000000000001","Kerry","Number","89"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","130","With Relatives","2ae19629-148f-13a3-e055-000000000001","Limerick City and County","Number","66"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","130","With Relatives","2ae19629-1499-13a3-e055-000000000001","Tipperary","Number","59"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","130","With Relatives","2ae19629-149a-13a3-e055-000000000001","Waterford City and County","Number","18"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","130","With Relatives","2ae19629-1435-13a3-e055-000000000001","Galway City","Number","22"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","130","With Relatives","2ae19629-14a5-13a3-e055-000000000001","Galway County","Number","92"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","130","With Relatives","2ae19629-148e-13a3-e055-000000000001","Leitrim","Number","12"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","130","With Relatives","2ae19629-1493-13a3-e055-000000000001","Mayo","Number","87"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","130","With Relatives","2ae19629-1497-13a3-e055-000000000001","Roscommon","Number","32"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","130","With Relatives","2ae19629-1498-13a3-e055-000000000001","Sligo","Number","22"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","130","With Relatives","2ae19629-149d-13a3-e055-000000000001","Cavan","Number","41"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","130","With Relatives","2ae19629-14a4-13a3-e055-000000000001","Donegal","Number","73"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","130","With Relatives","2ae19629-1495-13a3-e055-000000000001","Monaghan","Number","21"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","140","Deceased","IE0","State","Number","9002"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","140","Deceased","2ae19629-1492-13a3-e055-000000000001","Carlow","Number","75"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","140","Deceased","2ae19629-1433-13a3-e055-000000000001","Dublin City","Number","182"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","140","Deceased","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire-Rathdown","Number","54"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","140","Deceased","2ae19629-14a0-13a3-e055-000000000001","Fingal","Number","44"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","140","Deceased","2ae19629-14a1-13a3-e055-000000000001","South Dublin","Number","35"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","140","Deceased","2ae19629-14a7-13a3-e055-000000000001","Kildare","Number","117"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","140","Deceased","2ae19629-14a8-13a3-e055-000000000001","Kilkenny","Number","163"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","140","Deceased","2ae19629-148d-13a3-e055-000000000001","Laois","Number","141"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","140","Deceased","2ae19629-1490-13a3-e055-000000000001","Longford","Number","165"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","140","Deceased","2ae19629-1491-13a3-e055-000000000001","Louth","Number","117"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","140","Deceased","2ae19629-1494-13a3-e055-000000000001","Meath","Number","143"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","140","Deceased","2ae19629-1496-13a3-e055-000000000001","Offaly","Number","168"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","140","Deceased","2ae19629-149b-13a3-e055-000000000001","Westmeath","Number","197"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","140","Deceased","2ae19629-149c-13a3-e055-000000000001","Wexford","Number","193"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","140","Deceased","2ae19629-149e-13a3-e055-000000000001","Wicklow","Number","81"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","140","Deceased","2ae19629-14a2-13a3-e055-000000000001","Clare","Number","330"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","140","Deceased","2ae19629-1451-13a3-e055-000000000001","Cork City and Cork County","Number","812"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","140","Deceased","2ae19629-14a6-13a3-e055-000000000001","Kerry","Number","688"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","140","Deceased","2ae19629-148f-13a3-e055-000000000001","Limerick City and County","Number","396"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","140","Deceased","2ae19629-1499-13a3-e055-000000000001","Tipperary","Number","406"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","140","Deceased","2ae19629-149a-13a3-e055-000000000001","Waterford City and County","Number","184"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","140","Deceased","2ae19629-1435-13a3-e055-000000000001","Galway City","Number","31"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","140","Deceased","2ae19629-14a5-13a3-e055-000000000001","Galway County","Number","906"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","140","Deceased","2ae19629-148e-13a3-e055-000000000001","Leitrim","Number","238"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","140","Deceased","2ae19629-1493-13a3-e055-000000000001","Mayo","Number","1015"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","140","Deceased","2ae19629-1497-13a3-e055-000000000001","Roscommon","Number","463"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","140","Deceased","2ae19629-1498-13a3-e055-000000000001","Sligo","Number","260"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","140","Deceased","2ae19629-149d-13a3-e055-000000000001","Cavan","Number","318"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","140","Deceased","2ae19629-14a4-13a3-e055-000000000001","Donegal","Number","855"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","140","Deceased","2ae19629-1495-13a3-e055-000000000001","Monaghan","Number","225"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","150","Nursing Home / Hospital","IE0","State","Number","1316"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","150","Nursing Home / Hospital","2ae19629-1492-13a3-e055-000000000001","Carlow","Number","10"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","150","Nursing Home / Hospital","2ae19629-1433-13a3-e055-000000000001","Dublin City","Number","124"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","150","Nursing Home / Hospital","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire-Rathdown","Number","36"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","150","Nursing Home / Hospital","2ae19629-14a0-13a3-e055-000000000001","Fingal","Number","21"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","150","Nursing Home / Hospital","2ae19629-14a1-13a3-e055-000000000001","South Dublin","Number","21"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","150","Nursing Home / Hospital","2ae19629-14a7-13a3-e055-000000000001","Kildare","Number","31"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","150","Nursing Home / Hospital","2ae19629-14a8-13a3-e055-000000000001","Kilkenny","Number","39"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","150","Nursing Home / Hospital","2ae19629-148d-13a3-e055-000000000001","Laois","Number","26"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","150","Nursing Home / Hospital","2ae19629-1490-13a3-e055-000000000001","Longford","Number","18"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","150","Nursing Home / Hospital","2ae19629-1491-13a3-e055-000000000001","Louth","Number","33"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","150","Nursing Home / Hospital","2ae19629-1494-13a3-e055-000000000001","Meath","Number","30"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","150","Nursing Home / Hospital","2ae19629-1496-13a3-e055-000000000001","Offaly","Number","30"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","150","Nursing Home / Hospital","2ae19629-149b-13a3-e055-000000000001","Westmeath","Number","29"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","150","Nursing Home / Hospital","2ae19629-149c-13a3-e055-000000000001","Wexford","Number","42"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","150","Nursing Home / Hospital","2ae19629-149e-13a3-e055-000000000001","Wicklow","Number","26"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","150","Nursing Home / Hospital","2ae19629-14a2-13a3-e055-000000000001","Clare","Number","41"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","150","Nursing Home / Hospital","2ae19629-1451-13a3-e055-000000000001","Cork City and Cork County","Number","162"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","150","Nursing Home / Hospital","2ae19629-14a6-13a3-e055-000000000001","Kerry","Number","82"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","150","Nursing Home / Hospital","2ae19629-148f-13a3-e055-000000000001","Limerick City and County","Number","53"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","150","Nursing Home / Hospital","2ae19629-1499-13a3-e055-000000000001","Tipperary","Number","70"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","150","Nursing Home / Hospital","2ae19629-149a-13a3-e055-000000000001","Waterford City and County","Number","33"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","150","Nursing Home / Hospital","2ae19629-1435-13a3-e055-000000000001","Galway City","Number","12"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","150","Nursing Home / Hospital","2ae19629-14a5-13a3-e055-000000000001","Galway County","Number","68"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","150","Nursing Home / Hospital","2ae19629-148e-13a3-e055-000000000001","Leitrim","Number","23"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","150","Nursing Home / Hospital","2ae19629-1493-13a3-e055-000000000001","Mayo","Number","79"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","150","Nursing Home / Hospital","2ae19629-1497-13a3-e055-000000000001","Roscommon","Number","35"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","150","Nursing Home / Hospital","2ae19629-1498-13a3-e055-000000000001","Sligo","Number","33"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","150","Nursing Home / Hospital","2ae19629-149d-13a3-e055-000000000001","Cavan","Number","22"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","150","Nursing Home / Hospital","2ae19629-14a4-13a3-e055-000000000001","Donegal","Number","68"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","150","Nursing Home / Hospital","2ae19629-1495-13a3-e055-000000000001","Monaghan","Number","19"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","170","For Sale","IE0","State","Number","3640"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","170","For Sale","2ae19629-1492-13a3-e055-000000000001","Carlow","Number","30"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","170","For Sale","2ae19629-1433-13a3-e055-000000000001","Dublin City","Number","218"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","170","For Sale","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire-Rathdown","Number","72"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","170","For Sale","2ae19629-14a0-13a3-e055-000000000001","Fingal","Number","81"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","170","For Sale","2ae19629-14a1-13a3-e055-000000000001","South Dublin","Number","53"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","170","For Sale","2ae19629-14a7-13a3-e055-000000000001","Kildare","Number","85"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","170","For Sale","2ae19629-14a8-13a3-e055-000000000001","Kilkenny","Number","54"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","170","For Sale","2ae19629-148d-13a3-e055-000000000001","Laois","Number","52"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","170","For Sale","2ae19629-1490-13a3-e055-000000000001","Longford","Number","71"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","170","For Sale","2ae19629-1491-13a3-e055-000000000001","Louth","Number","85"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","170","For Sale","2ae19629-1494-13a3-e055-000000000001","Meath","Number","97"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","170","For Sale","2ae19629-1496-13a3-e055-000000000001","Offaly","Number","51"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","170","For Sale","2ae19629-149b-13a3-e055-000000000001","Westmeath","Number","78"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","170","For Sale","2ae19629-149c-13a3-e055-000000000001","Wexford","Number","119"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","170","For Sale","2ae19629-149e-13a3-e055-000000000001","Wicklow","Number","50"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","170","For Sale","2ae19629-14a2-13a3-e055-000000000001","Clare","Number","77"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","170","For Sale","2ae19629-1451-13a3-e055-000000000001","Cork City and Cork County","Number","407"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","170","For Sale","2ae19629-14a6-13a3-e055-000000000001","Kerry","Number","176"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","170","For Sale","2ae19629-148f-13a3-e055-000000000001","Limerick City and County","Number","152"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","170","For Sale","2ae19629-1499-13a3-e055-000000000001","Tipperary","Number","200"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","170","For Sale","2ae19629-149a-13a3-e055-000000000001","Waterford City and County","Number","84"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","170","For Sale","2ae19629-1435-13a3-e055-000000000001","Galway City","Number","52"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","170","For Sale","2ae19629-14a5-13a3-e055-000000000001","Galway County","Number","161"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","170","For Sale","2ae19629-148e-13a3-e055-000000000001","Leitrim","Number","93"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","170","For Sale","2ae19629-1493-13a3-e055-000000000001","Mayo","Number","267"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","170","For Sale","2ae19629-1497-13a3-e055-000000000001","Roscommon","Number","141"
